Title,Text
"The Tortoise: Slow mover, but gets there in the end...","Now I rate this on the basis of it being a Hostel. I'm therefore not walking in there thinking I've booked a room at the Waldorf Astoria. As such, it does fine. I've seen better, but I've seen a lot worse. I've stayed in hostels all over Europe, this was my first in the USA. Iâ€¦"
A real flea pit!,The San Francisco Green Tortoise hostel is a real dump - after checking out the tiny dark dingy and dirty bedrooms with their grotty linen and stale smell our group decided that they could not tolerate even a single night here. The bathrooms were either under repair or dirty andâ€¦
Great Location,"First impressions of this hostel weren't great. It wasn't the cleanest and seemed fairly grubby. But as I later learned most of the best hostels are like this around the world. Only my second stop on my world trip with my friends, we picked this place cos of the great reviews. â€¦"
Don't stay here ever.,"We booked this hostel after staying in Green tortoise in Seattle and finding the hostel just great.  But alas, Green Tortoise in San Francisco was the most dreadful hostel I had ever had the misfortune to book at.  We booked 4 rooms and when we checked in one of the couples wasâ€¦"
Yuk,We had booked into the Green tortoise after a fantastic stay in the Seattle Hostel. Dont ever think that they are the same. One of our group was told their room was a block and a half down the road and it wasnt until we complained bitterly about this that they found a room inâ€¦
An excellent choice !,"I stayed there one night with my friend : I hardly can think of a negative aspect.  Let's see... First, the location is real nice, next to Chinatown, a 20 minute walk from the bus station and close to pretty much everywhere in SF (the city can be discovered easily on foot).  Ifâ€¦"
My favorite hostel!,"I've been traveling the US for a couple of months, and the Green Tortoise is my favorite hostel so far.  It's funky, fun, friendly -- everything a hostel should be.  They have free meals a few nights a week, plus free breakfast everyday, free internet (who else has freeâ€¦"
Good Hostel,"We stayed at the green tortoise for a week in july this year and really enjoyed it, it was our first stop on a 6 week trip and a great start. We had a private room in the building in Bartol street so not sure what rooms were like in the main hostel but our room was fine  - bigâ€¦"
Bedbugs ,"i am sorry to say so, but this place have bed bugs. I still itch! Obviously the sheets are not changed, we stayed first for a few days, then came back after four nights in a hotel, had to stay there a final night, got the same room (twin private) and the sheets were exactly theâ€¦"
Objective,I was personally disappointed with the Green Tortoise hostel.  It had some advantages.  The breakfast was good.  Ummm thats about it.  The problem I had with this place was that if they spent less time self proclaiming themselves as the best hostel around and more time lookingâ€¦
Loved it,"Two friends and i shared a room here and it was great.  The place was NOT dirty, the staff were very friendly and efficient, the food was really good and plentiful, there was lots going on activity wise and it had a really fun atmosphere (see other good reviews for more detailâ€¦"
Not as good as it looks,"I wouldn't recommend this place. The hostel is in an old, run-down building that has seen better days. The dorms have filthy carpets, patchy walls and dusty old curtains, I also got bites on my legs while staying here.  The free dinners are served in the grubby ballroom and youâ€¦"
Where guests come second,"I had a terrible time at this place. The staff were rude, unprofessional and lazy. the housekeeping staff insisted on entering the rooms while we refused and while were sleeping in them. If you want any sleep at all you should best avoid this place."
Cool atmosphere,"I stayed there for a whole 10 days and it was great. There's free breakfast, free dinners on alternate days, free internet and the staffs were really cool! Rooms were nice and clean and toilets had really hot showers.  The common area affectionately called ""The Ballroom"" is oneâ€¦"
Fantastic Hostel,"Stayed here in a private room with my husband for 5 nights.  This place is perfectly set up for backpackers and best of all are the breakfasts (bagels and fruit) and the yummy dinners.  Don't go expecting the hilton, you still get what you are paying for, but it is clean.  It isâ€¦"
Our hunny moon stay,"This hostel is an old style hostel in its looks, but it is 100% set up for back packers. We have traviled afew countrys and stayed in alot of hostels and this was one of the best. Clean as much as a hostel can be, Staff are very helpfull, May self and may partner pre booked aâ€¦"
What a view,"My boyfriend and I stayed here in the beginning of January 2006. It was great! We had a private room in ' Bartol' which is a seperate building just around the corner with private rooms. We had an amazing view of San Fran, in fact we bought a postcard and the view was the same.â€¦"
Good location & friendly staff,"I stayed in a 4 person dorm which although small was fine and the lockers help to keep everyones stuff from exploding over the floor. I stayed 3 nights, got 2 free dinners and breakfasts, so great value and dinner includes a veggie option which was great. The location isâ€¦"
"Ace, lively hostel","Great hostel! Massive and friendly, free internet and FREE BREAKFAST :-D rooms were small but clean, bathrooms were fine too. It even has a sauna! It's in the sex-shop district but it still seemed pretty safe. The hostel organises loads of stuff to do like Open Mic nights, filmâ€¦"
Great Hostel,"We stayed here for a few days in a private double room. Room was nice enough and even had a TV. Bathrooms were clean and plentiful. Hostel worked out being very cheap for a big American city especially with the free internet, free breakfast and free meals and beer on someâ€¦"
Wicked place!,"This place was the best hostel iv have been to!  The staff were great! (very cute!)  Free food (very yummy!) and the chefs were awsome people!  free internet, GREAT atmosphere!  Loved the place!  Would go back any day!  see you again next year!!! "
Had a Blast!,"I stayed at the Green Tortoise for 4 days with my boyfriend and this has been the best hostel so far- and I'm in the 9th month of a RTW!! Free food, friendly staff (and cute!), pub crawls, theme nights, free sauna...I could go on and on but suffice to say we loved it. Theâ€¦"
Time of my life,"My girlfriend and I stayed in a private room in this hostel for 5 nights during our first week in the states- and I wished we would have stayed there longer. We had a private room with views of the city skyline, got to see two free music shows in their big performanceâ€¦"
Ouch,I stayed there a wile back and had a pretty trippy time.  Great staff and a nice atmosphere all makes up for a good time - would deffinetly stay there again and would recommend it. 
Good place....great staff!,"I am a 26yr old female who needed a cheap place to stay for a couple nights while in San Fran.  I booked a private room at this hostel with a guy I was traveling with.  Here are the positives: 1) they serve a free dinner on Mon, Wed, Fri nights, and it includes a vegetarianâ€¦"
Good atmosphere,"I stayed here back in September and was pretty pleased.  Definitely a fun atmosphere, especially sitting around in the common room at night.  Met TONS of awesome people which was the best part.  If you're looking for an easygoing hostel where you're likely to meet lots ofâ€¦"
Very happy at Bartol,"The Green Tortoise has it's private rooms in a separate guesthouse called the Bartol, a block or two away from the hostel.  It was absolutely fantastic!  We had a nice room with a tv and video (videos available to borrow), the house was very quiet as there are only approx 10â€¦"
Just Okay at the Green Tortoise,"I stayed at the GT in San Fran for one night. It was the end of a weekend and I was on my own for the day.  Pros: It was cheap, the neighbourhood is very cool, close to Little Italy, China Town, other guests were friendly, free internet and breakfast Cons: Needs some majorâ€¦"
A Room with a View at the Bartol,"Had a blast at this groovy guesthouse.  We booked into a double room at the hostel, but were given an option in staying at a rennovated house on Bartol Street a block or so down the street with the promise of quiet and privacy.   I was initially a little concerned of a bait andâ€¦"
A Big Disappointment,I stayed here after being given several recommendations but unfortunately I was really disappointed. Three of us were given a TINY room where there was not enough space for us and our backpacks to all be in the room at the same time and still be able to breathe comfortably.  Theâ€¦
Hip,"The Green Tortoise was really lively and hip. Bathrooms and rooms were old but fairly clean. I think if they were to update it much of the character and uniqueness would be lost. It is centrally located and within walking distance to Fisherman's Warf, Chinatown, etc.  Peopleâ€¦"
