Title,Text
Great value and very clean,"We stayed here for one night last month. The room was small, no-frills, but very clean. There was a small TV with cable, the towels were organic cotton, and we could tell they were eco-conscious. The best part about the hotel was their back patio- a beautiful place to rest and…"
Our third visit was the best yet.,We've stayed at the Metro three times now. Our son and family live a couple of blocks away so it's a very convenient place when we visit. We LOVE it and the neighbourhood! My brother stayed there last December on my recommendation and was on a first-name basis with the staff by…
"Okay, with drawback","The Metro is inexpensive (we paid $125), clean, convenient to points west in San Francisco, and has a courteous, friendly staff.  However, amenities you might take for granted aren't available here, such as:  an elevator, little bottles of shampoo and bars of soap, a bedside…"
"Great value, staff, and location.",Pro's: Excellent value. This hotel is a great choice for the traveller on a budget. Very friendly and helpful staff. Good location close to Haight/Ashbury and public transportation. Older building has a lot of character. Free on-street parking.  Cons: Small rooms. Bed was not…
Feels Like a Small European Hotel,"We once lived in the neighborhood of the Metro Hotel, and decided to stay there when we went back for a short visit.  It's a real bargain and we would stay here again.  The rooms are very small (as in many European hotels), and there is no elevator (ditto), but the bathroom is…"
Amazing Staff,This place was a gem. I had to find a place fast and they had availability in the right location. I was impressed with how friendly and helpful the staff were. We arrived before check-in time and the front staff person offered to help us carry the luggage up to the second floor…
"friendly, convenient with personality",this blended hotel sparkles due to the extreme friendliness and helpfulness of all of the staff. it is in a very convenient location on a busy and somewhat noisy street. Take earplugs. Would stay again but hopefully get a room in the back that is not as noisy.
"If you want fancy, pay for fancy","We chose this hotel because it's 2 blocks from a concert we were going to see at the Independent.  Plenty of stuff to do, especially within 2-3 blocks of the hotel.  Yes the rooms are small -- ridiculously so (ever see the stateroom scene in the Marx Brothers' ""A Night at the…"
Just what you need at a great price,"Great price, clean rooms, friendly and helpful staff, very comfortable beds, surprisingly quiet, and located in a fun walk-to-everything-you-need San Francisco neighborhood.  The Metro is nothing fancy, but it's got to be one of the best values in the City. We stayed with two…"
Small Hotel with Huge Advantages,"This is a small boutique style hotel, with a small lobby, and small rooms. But the friendliness and attentiveness are huge, belying The Metro's compact footprint.  The attractively priced rooms at The Metro are very clean, and are as comfortable as any comparably priced…"
A great place to rest after a long day of exploring the city!,"My husband and I stayed at the Metro for a few nights during our time in the Bay Area, and were very pleased with our stay. As a couple in our mid-twenties with only a few days to take the city by storm (we transfered to hotel in San Mateo for the second part of our trip -…"
Gets the job done at a nice price,"Visited San Francisco for a wedding.  The best thing about the Metro is the price.  The quality to cost ratio is pretty good.  The rooms are serviceable; not bad, not great..  I really liked their little courtyard for some reason.  It is also close to a section of Haight Street…"
"Great location, friendly staff",I was looking for a good value hotel in a different location to downtown SF - I didn't want to pay top dollar for some fancy but generic hotel. So the Metro Hotel was perfect. It is located very close to Haight St and Alamo Park. We even walked through to Market St and the…
No frills hotel in great Haight location,"The Metro is far, far from a fancy hotel. Overall, it's rough around the edges, but the neighborhood location makes up for the appearance. The price is great and because of the location, it conveyed a sense of what living in San Francisco might really be like (read: fabulous!!).…"
A winner for budget travellers who aren't picky.,"This is THE ideal hotel for budget travelers in a very good location. It amazes me how many reviewers have complained about the size of the rooms and the lack of hotel amenities. At this price, with such a great location in a big city like San Francisco, you're not going to get…"
Environmentally Friendly Hotel for the Budget Conscious,We knew we would get into San Fran late and worked it out with the front desk for the late check in.  Even though we were an hour after their latest check-in time - they were waiting for us and happily greeted us upon arrival.  We stayed in room 107 and didn't notice any noise. …
"Small room, but clean and friendly staff",I will admit I was taken aback after seeing the size of our room but I ended up enjoying our stay tremendously!  Great courtyard out back to sit in and I just love the dog that is there during the day!  I was missing my pooches at home and loved to see a furry face first thing…
Cozy but nothing fancy and pet friendly!,A friend and I stayed for one night. We were able to find great street parking with no problem. the room was small but we managed. They also are pet friendly which is great so I was able to bring my dog with me and not have to worry about getting a dog sitter! :) Would highly…
Not Worth the Savings !!!,"Thought this would be a fun stay but had a myriad of problems, we were told parking was not really a problem but it was, had to park 1 to 3 blocks away from hotel. Room was really small, carpet was stained and dingy, spare blanket had holes in it and torn edges, TV did not work,…"
Surprisingly good experience!,We booked a room at this hotel with trepidation after all the mixed reviews it got on this website as we are on a budget and we wanted to stay in this part of SF (near Haight and Golden Gate Park) and we hadn't found any other decent options that weren't already booked one week…
An average budget hotel but v. noisy,"My mother and I stayed in this hotel for 4 nights. The location is great. It's in a funky neighbourhood with lots of cafes, restaurants and shops. There are plenty of near-by bus routes to whisk you into the centre of town.  As you'd expect from the price, the accommodation is…"
Great Bargain,"My husband and I stayed here four nights while visiting our son, who lives and works within walking distance.  Since we were not expecting to spend time hanging out in our room, we were not particularly dismayed by the tiny room.  Our bed was a full-size; there was not room for…"
I could not stand the noise,"We booked a room for 5 nights and had to leave in the middle of the first night. It was simply impossible to sleep as our room (107) was located on top of the kitchen's ventilator of a restaurant. Despite the receptionist agreed that it was noisy, he did not offer anything…"
For students on a budget,"The staff is friendly, the place was clean and some of the fixtures were new. But, the room is tiny, the carpet is old, and most of the furniture looks like it is from a second-hand shop. I would recommend this place to students traveling on a budget or people who do a lot of…"
Wouldn't stay here again.,"I was happy to get a room at one of the most inexpensive hotels near UCSF.  Upon arrival, I was disappointed.  First, you have to park on the street - we did find a spot a 1/2 block away.  Next, no elevator.  We had to walk up 2 flights of stairs to our room.  Then, the room. …"
"Small, hot, noisy and bugs!",We stayed here one night while going to an appointment at UCSF hospital.  We stayed in room 105 which was just big enough (about 8 X 11) for a queen bed small chair and desk/table with the t.v. on it.  The furniture was very worn and old. The window looked out onto a platform…
A room we couldn't get comfortable in,"We called ahead to request a larger, quieter room.  We got one at the back but with windows on all walls so that we got to hear the conversations and cell phone calls of the people using the garden or walking around the various staircases.  And the hotel or restaurant staff…"
A Good Basic Place,"My 2 sisters and I stayed here overnight as they were undergoing surgery the next morning  and needed a place close to the hospital. I travel a great deal for business and am used to the Hilton/ Sheraton type ammenities, and if that's your requirement, book elsewhere. However,…"
Grand and handy (one problem),"I went on a trip to San  Francisco with an old boyfriend four years ago for a few weeks.  Before we arrived we had booked a 14 night stay in a hostel by Haight and Divisadero, we had heard hostels especially in this area were very good. On arrival we saw a broken down hovel,…"
good little location,"great little hotel, nice enough rooms, staff are very helpful too.  A little out of the city, but not far from the bus stop. lots of restaurants nearby - especially a vegetarian place on divisadero, 2 blocks away to the north on the same side of the road (forgot the name) it was…"
"Know what you are getting, excellent for right people","I often stay at the Metro when I visit San Francisco.  Know what you are getting in the Metro, or maybe what you are not getting.  This is a lovely, clean boutique hotel with small rooms, knowledgeable staff (during the day, night not so much!), excellent location for folks who…"
I wouldn't go back,We stayed here as part of a group in December. The hotel is small and very basic. Our friend's rooms were slightly bigger than ours but all were quite old-fashioned and very plain. Our room was so small we were constantly tripping over each other. No room for our bags…
Great Maids & Concierge,"I stayed at the Metro for 12 days in rm 112 for a medical procedure in the city. They put me in rm 112, the quietest room in the building. Usually, it was very quiet and private. On one weekend, there was a party or something nearby, perhaps at the restaurant downstairs, and it…"
Disaster Area...,"This hotel was without a doubt the worst place I have ever stayed in, in my life. Upon entry we trudged up the dreary stairs to be greeted by a tiny, dingy room which wouldn't look out of place in a mental hospital. There was barely enough room to put the suitcases on the ground…"
"Nice hotel with good, but noisy restaurant in the backyard",Metro Hotel...  we´d stay there for three night. The room was nice furnitured and had a window to the backyard. The staff is very friendly and relaxed. The hotel shares the backyard with a french restaurant (good food for reasonable prices!).  This turned out to be a real…
Depressing Room!,"When this hotel was recommended to us for a quick weekend jaunt, I thought my husband and I were in the wrong place.  The room looked like something out of a mental hosptial.  No decor, nothing on the wall, no light and the floor was crooked.  The bathroom had a shower stall…"
Noise until 3:30AM,"My husband, myself, and our faimly stayed at the Metro December 3rd.  When we returned to the Metro for the evening a very loud band and talking and yelling began about 10:pm and continued until 3:30 AM.  It made our evening a nightmare.  When I reported it to the front desk we…"
"Great, convenient bargain!",We stayed in San Francisco for my husband's birthday and really just wanted somewhere to sleep as we knew we'd be out and about all the time.  It was small but so much cheaper than anything else we've seen in San Francisco.  If you're hoping for a room to spend more time in and…
plenty good,stayed there while going to see ufo at the independent across the street. i thought it was resonably priced at $99 a night for a room with 2 beds. the guy at the desk said next time book directly and i would get a better rate. room was very clean. a little noisey because our…
No Frills Just Basics,Rooms are average and there is only street parking which was quite a nightmare.  My husband and I stayed here to see an incredible show (Blackmoore's Night) at the Independent just a few blocks from the Hotel.  It was fine for our need.  Short stay and spending very little time…
Great value,"This is not a hotel with a tremendous amount of amenities.  That said, it's a great value for the money.  I stayed here for two nights in mid-October 2004 when I came up here last minute for some job interviews.  It was a perfect place to stay given my limited budget.  The…"
I expected more...,"I was in California from the end of March until the end of April 2004. My first ever trip to America and I LOVED CA!! LA, Anaheim, San Diego, Tahoe were all fantastic. Except for my 5 day stay at The Metro... I was really dissapointed. The desk staff were rude and not very…"
Best Deal in SF!,"For me, location in a hotel is everything. This hotel is a great find if you want to stay off of the tourist track yet be centrally located.  The rooms are quiant but adequite; filled with eclectic antique furniture.  Staff if extremely friendly and helpful.  This location is…"
