Solo,Title,Text
,Best Hostel Ever!,A great place with friendly people and plenty of bathrooms. the beds were comfortable and the staff is amazing in helping guide you around san francisco. They even have a place to put your bikes if you went them! The best hostel experience I ever had. Free breakfast and great…
,Nice youth Hostel,"Went there with my best mate September last year. We booked the room with two bunk beds, which was sufficient for our needs, as we were only staying for three nights. Well located just a few minutes away from the centre, this hostel's best feat is the extra activities that the…"
,Awesome Experience!,"Loved everything about this place, its people, its vibes and location."
,Best. Hostel. Ever.,"This hostel had an awesome combination of everything I was looking for. I was travelling alone for the first time, and I could not have found a more warm and open environment. It was so easy to meet people in the large inviting common room. The free meals they offer three times…"
,Quirky hostel in a great location.,Stayed here for one night after previously staying at USA Hostels on Post Street due to us only being able to get a bed there for two nights. Staff were great and v helpful- we were too early for our room but were able to leave our bags in a secure room and use all the…
,Best hostel in USA,I stayed in a number of hostels during my travels through the US and the green tortoise is by far the best.  I stayed in a 4 person female dorm that was safe and secure with individual lockers big enough for 2 suitcases.  Breakfast is provided daily and dinner 3 times a week…
,Fun and good value,"The rooms are small, but the beds are comfortable and clean.  It wasn't bad not having the bathroom attached to the room, since there are so many bathrooms close to any room.  You just need to get up a little early to beat the rush of people around 8 am.  If you don't feel like…"
,Great Experience!,"This was my first time in a hostel and I really enjoyed it. A friend and I got a private room. Very simple, with bunk beds, lock boxes, and a sink. The bathrooms were spread throughout the floors. They were always clean with plenty of hot water. The common area was the best…"
1,No going slow at The Green Tortoise,"I stayed here in early march 2012 for two nights and had a great time. I had a single room with TV and movies, on 3rd (?) floor. Not a super modern hostel but has a lot of charm and character. I was traveling solo but can imagine would be a great party hostel. Most nights seemed…"
,Fun hostel,"This place is pretty well organised, a lot of fun and with an excellent location. We only stayed for two nights and had other plans, but it seemed that they organised a lot of trips and nights out which is always good. The room was fine and everyone we met seemed really nice.…"
,"True to its advertised ""party hostel""","My boyfriend and I spent 6 nights at this hostel, booked about a week before arrival, the week of Bay to Breakers. We were lucky to get beds for the whole time. Private rooms were long booked and hotel rates were crazy. For 4 nights we got a double bed in a 2 bedded room and the…"
,Best hostel we've stayed in!,"Me & my girlfriend stayed here twice, six days either side of a ""Canyons of the west tour"".     The first time we arrived, we were only checked in for one hour before we were helping Egidio prepare dinner in the kitchen. It was one of three free meals for the whole hostel, they…"
,Lovely Stay,"This hostel is the best hostel I have stayed in.  The staff were all lovely, very welcoming, were helpful in any questions you asked them including about the surrounding area and tourist info. The rooms and bathrooms were always clean, beds comfy. We stayed in a private room.…"
,Good,"It was only me and a friend. A guy we met at the airport told us that this hostel was kinda famous and that the location was good. We called and made the reservation.  No elevators. We had 2 huge bags, 2 backpacks and a regular bag. It wasn't cool going upstairs lol   The hostel…"
,Soooooooooooo GooD!,"This was the hostel with the best service we ever had. Really Helpfull staff, Great free dinner, Funny Cooker, And a great Hall that keeps everything and everybody together. Convivial ambience, Very clean and all the facilties that a traveller would need. Just Sooooo Good!"
,Quirky true San Francisco Hostel,"WHAT A GREAT HOSTEL! This Hostel has it all! There are quite a number of stairs in the hostel- but once you have your luggage in your room, its over, GET OVER IT! The Hostel itself is old and has a really grunge feel to it- which I LOVED!  The rooms were clean, the share…"
,"Loud, scruffy & fun","Travel to the most expensive state in the US on a budget and you're going to have to compromise. Unlike some of the other hostels I've stayed where the only real sign they're not hotels is a kitchen and the price, this is unashamedly a noisy, scruffy, psychedelic hostel. In…"
,Made my trip in San Fran!,I stayed here as a solo traveller for 4 nights during April. I was in a dorm with 4 other girls. It was the most fantastic place to stay!!   My biggest concern about hostels are safety and cleanliness and this hotel was outstanding in both. I always felt my belongings were safe…
,Average and sooo noisy!!,So we'd already realised that the standard of hostels in the US were much lower than other countries we'd visited that are geared towards travellers like oz for example.  the green tortoise is relatively clean and they do have nightly events but so many nights people were making…
,"Sick place, man!","Srsly, pretty rocked out! Guitars in the ballroom, pool and my dear Kasha, the receptionist. We became good friends, and we keep in touch! Stayed here with my dad, and we loved it! Best ever!"
,"One night, pretty classic!",Checked in about 8pm and the staff were super friendly and people were relaxing and chilling around the lobby.   Stayed with my girlfriend - we had a Queen bed and there were two single bunks above where a couple of other guys slept. They were respectul and nice.  They have…
,Wow!!,"Stayed here for 10 days in a private double room. I wasn't expecting much from my previous experience of hostels, but the green tortoise surpassed all my expectations. As we were on a budget, the cost for our stay was fantastic, even though we had the dearer option of the…"
1,Such a great experience,"I stayed at the hostel for 5 nights- and at first, I must admit, the hostel didn't give me a great impression, as it was near strip clubs (I arrived late at night). However in the morning, I changed my mind when I realized what a great location it was in! (walking distance to…"
,Fantastic Location,"Well placed about 20 mins walk to the wharf and 20 mins into Union Square and just a stones throw to Grant Street where China Town starts.  No lifts, very steep stairs which was not a problem for us but could be for some, so be warned.  Staff are great and helpful, breakfast is…"
,Really Nice Inexpensive Spot in Good Location,"This is a really nice safe place to stay in SF.  It's a very relaxed atmosphere and if ur alone, u will definitely meet fellow travelers from all over the world.  I have stayed a few times and feel comfortable there.  Not having to go out for coffee in the mornings, starts at…"
,"Great community, recommended","I really liked the patina of the place and the community dinners are the best. A lot of the people staying here were seasoned travelers, the type of people I like the best. Had some nice conversations and met some excellent people."
,Great hostel in a good location.,This hostel was one of my favourites in America. We found it easy to get everywhere especially with there cheap deals on bike hire. The hostel has an old hall as a common room and has a free keg and hermit crap racing on Friday night. Which made it easy to meet people. The rooms…
,the best of san francisco,"We have been and usahostel san francisco, hidowntown and Green Tortoise, and, definitibely, green tortoise is, by far, the best of them. Great location (in little italy) and great rooms. They hace 3 days a week free dinner, goord tours and fantastic staff! Simply, the best in…"
1,"Great hostel, tiny rooms","I stayed here for 4 nights in a 4 bed female dorm.  The room was tiny with no room to move or put your bags (there are lockers under the beds which are quite large, but they can be hard to get into as the beds are so close togehter).  Luckily I shared with 2 friends, and the…"
,Go for a adventure!,Not the best location and not the cleanest of places. One of the most ideal places to meet foreign travelers with more personality than money. Gateway to a different way of travel. Start with a small trip to see if you can handle the bus. Live for the love of life!
,Good Hostel,"Over the past year we have stayed in A LOT of hostels in A LOT of different places and this has to be one of the best. It has it's faults but then again I think every hostel does - not enough bathrooms for the number of guests, top bunks are quite high and a little bit annoying…"
,Central Location...cheap accommodation,I was here for 2 nights and this hostel is clean. Good breakfast in the morning. Good position in downtown San Francisco. Buy earplugs because it's very busy even during the night
1,extras baby,"look they say to expensive bull this joint gives more extras than anybody. go to there site. Ive stayed here a few times and its a gas .its location is primo , a little party goin on in the hood but if you want tranquility go to a ashram. the staff, accommodation ,and in the…"
1,Oldies can fit in as well...........,I read that it was a party hostel but thought it was worth the risk as the location was right. When I booked I asked for a quiet room and was given room 20 which faced out onto the side street which I saw only two cars in my two night stay. 4 bunks who were out most of the night…
,"Central location, kinda expensive","Great location, helpful staff, funky well maintained old style building, good common area, breakfast and activities. I stayed in a front room which was quite noisy with traffic and bars across the street-bring some earplugs! I think $30/night is expensive for a hostel but maybe…"
,Cozy hostel with cheerful staff,I instantly got addicted to this hostel. On the phone the staff sounded really friendly and I was even more surprised by their kindness when I got there. It was one of the most affordable hostels in San Francisco which also arranged for us cheap overnight parking a couple of…
,Cozy hostel with very helpful staff,"One of the best hostels I've ever stayed in - the staff were very helpful and have printed out slips of paper with directions to popular tourist attractions from the hostel written down. The location is close to Chinatown, Little Italy, Citylights Bookstore and the Red Light…"
1,A true home away from home,I stayed in mid May 2011 for seven days. After visiting over 50 hostels throughout the world the GT San Francisco still stands out as one of the best.   The staff are friendly and helpful. The beds are big and comfy. The rooms and bathrooms are very clean. It is the atmosphere…
1,Don't hesitate!,"This hostel is great. It's location can be seen as a bit seedy (surrounded by strip joints!) but oh well. Great place to meet people from all over the world. Rooms are clean, comfortable and cosy. Lockers are of a decent size so everything fits - just bring your own lock.…"
,Friendly staff and good service,"It was Thanksgiving while i arrived there with my friends and from the first moment we got in, we were welcomed very warmly. The staff gave us our sheets and our keys. Rooms are clean and organized. I changed my room to stay with my friends and both 2 rooms that i stayed had a…"
1,Love it,I have stayed here twice and I plan on coming back in the future. You need to get the window bed. You make new friends and the staff is nice. Yes its in the red light district but its very safe. I was a solo female traveller and I had no problems! They did have an ant problem…
,Don't come here unless you are a backpacker!,This was a nice hostel it just wasn't for us. Most people staying here are long term travellers and although it was clean on the surface there was little things which ruined our stay. Unlike most hostels there was no dedicated 'quiet time' so people come in really late and make…
1,I love this hostel!,"It's green, close to Chinatown, Fisherman’s Wharf, and public transportation that can take me all over the Bay Area. The staff & guests are friendly there. Had a tasty free curry dinner on Friday. Made baked tofu and goji berries soup one night, shared with 2 others. Cooked…"
,"They go above and beyond for their guests, they really do","I was booked in for burning man. I got sick on the way over, pnemonia! Needless to say my tour fell apart. The hostel managed to keep me in the same room for 8 nights instead of 3, even though they had been fully booked for weeks. The kitchen and meals where fantastic. It was…"
1,colourful fun hostel,Stayed here back in 2007 when travelling alone.  Really great hostel in a colourful place in San Francisco.    Really big and sociable with nice rooms.    Got other friends who stayed here and feel the same way.
1,Free Britches!,The hostel is clean and the free breakfast is good.  The neighborhood seemed safe to me.  There were several boxes around the hostel that contained free hygine and clothing items left by other travelers and I scored a free pair of britches.  That saved my bacon because San…
,It's on a big hill - but then everywhere is!,"Green Tortoise hostel is really friendly and welcoming and well run.  We had a very small room (approx 6ft 6in x 8ft) with two bunks, underbed lockers and a wash basin - but it was absolutely fine for us - private and plenty of power points.  Check out time was a bit manic, but…"
,"Awesome hostel, but watch your back","This hostel is pretty good, as they say, one of the best.  Unfortunately  that means they get HEAPS of people in, and not all of them as friendly as they seem on the surface.  If anyone knows the person that stole my phone from Shower #10 on the 3rd floor,  on Monday 5th, 2011…"
,great value,Staying at Green Tortoise was a great choice. The rooms are clean and the mattress and pillows are comfy. The restrooms are clean and the showers are great. The free breakfast is pretty good for a hostel. They also offer free dinner 3 times per week and free wifi connection. If…
,The Private room is amazing,"The hostel overall is really good. It has free wi-fi and computers that you can use 24/7. Breakfast is free every morning and is a choice of either beagles, eggs and coffees.  The most amazing thing is that there is a smaller building (just two blocks away from the main one)…"
1,Best hostel I've ever stayed in.,"Don't be fooled by the bad reviews, this place is awesome! As a single female traveller I always have my doubts about hostels but this place felt like home. The rooms were spacious, clean and reasonably quiet. The common areas were fantastic, I highly recommend joining in on the…"
,Perfect for a short stay on a budget,"My husband and I stayed here for 3 nights and found it perfect for our needs. We wanted a relatively clean private room to use as a base while in SF. We found the staff very helpful and the location walking distance from being central. The laundry, Internet and kitchen to be…"
,"Exciting fun lobby, Super restful peaceful rooms - wicked awesome location!","I always wanted to see the inside of the Green Tortoise Hotel and I finally got to visit at the end of July.  The hotel had a lot more than I expected including free breakfast, wifi, and 3 dinners a week for free!  Oh yeah, there was a hot sauna as well that I had all to myself.…"
,"Green Tortoise Hostel in SF is well reviewed, and deserves their great rating","We spent two weeks there and have no complaints. Yes, it’s a hostel, so if you’re into high-end electronics or designer furniture, this is not the place for you. BUT--I was pleasantly surprised to receive a consistently excellent level of service. When we approached employees…"
,Great,Great location and price! Fun garanteed!! Especially in the Pub Crawl!!!
1,Great Value,"I stayed in this hostel for 2 nights and found it to be a great value. The location was excellent as it is close to many of the tourist attractions in the North Beach area.  A basic breakfast is even included with the room rate; bagels, juice, eggs etc. I was initially concerned…"
1,The way every hostel should be run!!!,"My three night stay here was nowhere near long enough, and I was sad to have to leave! I would highly recommend this place to anyone looking to see the sights of San Fran and meet some really cool people and have fun along the way. Has the feel of a real hostel, unlike many of…"
1,great - i'll be staying there again,"this was one of the best hostels i've ever stayed at...  super-friendly travelers, friendly and helpful staff who were prepared to take the time to explain things to us about the local area, and of course san fran is tops. the staff were also genuinely interested in helping me…"
,Great fun!,"Clean, lots of cool places, weird neighborhood but in the middle of everything close by walk/public transit. Awesome "
,"Fun please, clean, interesting location","First up I was unsure about the location having read other reviews about it being in the Red Light District however not once did I feel unsafe or harrassed - on the contrary there were bouncers on every corner. Also, it is right around the corner from Chinatown and Little Italy…"
,Great location and facilities,"This hostel is a great place to stay in San Francisco, They do free evening meals 3 times a week (always vegetarian), free breakfast everyday.  We stayed in a private room here for 4 days and it was a sweet cosy clean little room.  Value for money this a great place to stay. …"
1,"Dirty inside, strippers and homeless outside","Cheap, good service - but horrible rooms, small with communal dirty showers and toilets. The place has fitly facilities. Only good thing is the price and the free computers."
,Had a great time at my age in the GT.,"48/45 and staying in a guesthouse with travellers from al over the world, what where we thinking? Well,  a great experience at the GT in SF. Great to see so many travellers having a good time in a cosy GH. Location is superbe. Stayed after are RV-trip again for a week. Smoke in…"
1,Still my favourite!,"This is my favourite hostel in the world. I have stayed here twice (June 2010 and August/Sept 2009) and both times were fantastic. It is incredibly easy to meet people from all over the world, as their huge ballroom and frequent social events (free dinner 3 nights a week, beer…"
1,decent hostel,The Green Tortoise Hostel in San Franciso is your average hostel. The prices for rooms are fairly cheap and if you don't mind a lack of privacy - go for it. The rooms are quite spacious but sometimes not very clean. The building itself and the rooms are rather old which in my…
1,"Excellent, best hostel ive stayed in","Staff are very friendly, free dinner, clean, plenty of activities going on. Although it is located in the red light district, dont let that put you off, its a great hostel. It might come across as rundown and a bit hippy-ish judging by the decor but its perfect. Its completety…"
,"fun, great location, great people","i stayed at this hostel for five days and i was blown away. I had a shared dorm (right around 30 bucks a night). My experience was great! Staff was friendly and helpful, and i was roomed with mostly european travelers, and they were equally awesome. The free breakfast and…"
1,"All the attributes, but something lacking...","The Green Tortoise is located so that walking is easy enough to Union Square (20 mins), Montgomery BART Station (15 mins) and Fisherman's Wharf (30 mins), so the location can't really be knocked.  The hostel is quite large and seems to have thought of (nearly) everything that…"
1,One of the Best Hostels Around,"I was a bit cautious about the Green Tortoise... it's painted as a party hostel and whilst that did appeal, I was worried it would be impossible to sleep. But even though it was located on a busy street, I slept wonderfully each and every night (despite the Giant's win causing a…"
,"Great location, great vibe, great freebies","If you're on a budget and looking for a safe, central hostel, the Green Tortoise is for you.  Highlights are free dinners two nights a week, clean bathrooms, clean rooms and great location.  It is in what seems a red light district but it's on a busy street so there's no issues…"
,Stay there,"I stayed at this hostel 3 times already,once for the whole month...ppl who work there are really helpfull and friendly,great place to meet ppl from all over the world...free internet,free wi fi,free breakfast,dinner thrice a week(veggie tho no meet nut very yumi),free bear once…"
,Setting an example for what hostels should be.,"Off of Broadway Ave. in San Francisco's North Beach neighborhood lies good testament to the act of hostelling, The Green Tortoise. This is no name unknown to the frugal traveler. The Green Tortoise started as a bus that started taking people across country in green buses to see…"
1,A great stay in a colourful neighbourhood,OK - first things first.  This hostel sits slap bang in the middle of strip club central in San Fran - but don't hold that against it!  Its just shock when you first arrive and every other building has 'XXX' or 'Nude' flashing in red neon around you.  Strip clubs occupy most of…
,Meet people or sleep?,Green tortoise is not a place I'd pick to sleep good. I stayed there to meet people and that I did. There's a lot of backpackers there that probably is equally much looking for company.   You either sleep in rooms of two to eight people (usually bunk beds). The standard is very…
1,Great hostel in San Francisco,"The green tortoise is not only very conveniently located, but has also a great staff. They offer free dinners on Monday, Wednesday and Friday. and also other events all through the week. Not to forget the travel office which offers great bus tours all around the States. Very…"
1,A mixed bag,I stayed here for 8 nights after doing a cross country trip with the adventure travel arm of the same outfit.   The pros  Upon arrival the reception is good.  There is excellent internet access facilities (both free terminal access and wi-fi if you have your own machine). Free…
,revolting,"I cannot believe some critics here. I was there for 3 nights. Breakfast could be for free, but it was disgusting moving around the kitchen looking for the eating service and realizing the dirtiness. We had just one (and enough) breakfast experience.  The room was OK, but VERY…"
,My favorite hostel in 8 months around the world,"Here are some of the reasons why I LOVED this hostel: free wifi, free internet, free breakfast (bagels, jams, peanut butter, juice, etc.), free vegetarian dinners thrice a week, free beer once a week (good fun at the beer olympics) and speech about free stuff going on in San…"
1,Interesting Experience.,So I'm pretty new to traveling. Haven't stayed at very many hostels so obviously a party oriented hostel like the green tortoise leaves a strong impression on my virginal hostel traveling mind. You have the potential to meet some very interesting people here but also some very…
,It's all about the party....,"The staff on arrival were great, and made sure we knew all there was to know about the place itself and had tourist maps of San Fran itself for us too. There was absolutely loads going on in this place - free breakfast (quite good, bagels, fruit, tea/coffee and juice), free…"
,"Mediocre, at best, Illegal, at worst.","This place is pretty average fare for a hostel. The staff describe it as a 'party hostel' which is pretty accurate. If your looking for a place with small rooms, shared showers, questionable cleanliness, and easy access to pot, this is the place to go. If your looking for…"
,GREAT Hostel. I loved it!,"This is the best hostel I've stayed so far. It is clean, with lots of computer terminals to use, and its easy to find one - internet is free. The floor is carpetted and that makes the place really comfy and cosy. The bathrooms are clean, and i didnt find it too long a wait to…"
1,Totally made my stay in San Francisco!,"First of all, San Francisco is the most amazing city I'd ever been too, so any accomadation is going to be just a base for your explorations rather than a make-or-break experience for your holiday. There are lots of  little 'quirky' things in the hostel which make it unique,…"
1,backpack standard,"Two night stay in this backpack standard hostel was fair enough. Its greatest value is in convenient position and low price. Staff is also pleasant, and facilities OK. I recommend for short stays, when alone."
,Best time of my life due to the Green.T .. miss it so much!!,"I came to San Francisco not knowing what to expect and had the time of my life .. i was on an acting course out there.. was meant to stay at the green.t for 3 weeks and stayed for 2 months!! The best two months fo my life, everyone was so friendly, became part of the family with…"
,Very cool place in Little Italy,Like the Green Toryoise in Seattle the Green Tortise in San Francisco is great! They really make you feel welcome and help you with everything from travel tips to car rentals and restaurant recommendations to local events. The common area is huge and you are allowed to smoke…
,Everything a hostel should be and more!,"The Green Tortoise might look a bit rough around the edges on first arrival but this hostel ticks every box if you are a backpacker looking to meet other people, hit all the cool spots of San Fran, save cash and take great tours.  It is absolutely awesome.  We stayed for 2…"
,"Seriously helpful staff, fun place to stay, great location!","We stayed for 5 days, it was great. We requested a quiet room (they have live events and a large communal area which can be noisy) and although the room was very small for 2 people, it had a sink (shared bathroom) and we hardly spent any time there. The hostel is in a great…"
,Made my trip - perfect base in San Fran and hostel was a lot of fun,"Ok, so if you are looking for somewhere quiet, in the nicest area downtown and like to spend evenings quietly reading or whatever, the Green Tortoise may not be for you.   If, on the other hand, you enjoy meeting fun travellers from all over the world, appreciate friendly staff,…"
1,Fun,"It's a hostel so you should know what to expect when it comes to slumber quarters... Aside from that the staff is awesome, the people who stay there are awesome, excellent locations,  plenty of social events throughout the week.  From what I have see it is definitely one of if…"
1,Friendly and Fun ... but,there are very few showers or toilets = long waits in the morning.  Also I had a little problem with some unwanted guests in my bed - and I'm talking about the type that bite.   That said the rest of the hostel was really clean so I'm hoping my experience was a one-off.  Great…
,"Fun, Warm, Messy, Homely Place to Stay in San Francisco","Our stay at Green Tortoise from 7th Aug for 2 nights was very memorable. We met a fellow singaporean there by an incredible stroke of luck. The staff was friendly, cheery and helpful. I personally love the messy atmosphere in GT.  Though messy in some areas, its bright homely…"
,This is the place to stay if you're young at heart and open minded!,"ok....   this was not the cleanest hostel i've ever stayed in, but it was the funnest!  it wasn't the cheapest hostel i've ever stayed in, but it was so well located that nothing would dissuade me from staying here again in the future.  free internet, free computers, free…"
,Amazing hostel that goes out of their way to make your trip the best it can be!,"We stayed at this hostel for a week and loved every minute of it. It is in a really cool, older building with lots of character. Why would you go to San Francisco and stay in a perfectly bland, expensive hotel when you have this place? There is a huge ballroom where lots of the…"
,Located in Red Light District & Rowdy Hostel,"This hostel is unbelivable, It's located in the red light district with all the drunkards & prostitues around the area. We are from Malaysia, We got in from New York, L-Hostel which was a total opposite of Green Tortoise. We didn't expect this kind of environment in a hostel.…"
1,This hostel is a destination in its self. Travel back in time to 1974.,Its hard to put it in words but the Green Tortoise in San Francisco is a very special place. If you stay here for a few days you can really get to know some of the coolest people from all over the world because of the atmosphere and freedom. The most social hostel Ive ever…
,"Old, tired looking hostel, with some unpleasant staff.","We booked into the GT from the sister hostel in Seattle, where we enjoyed our stay. The two are VERY different. We turned up to the hostel to find that it was in the middle of a red light zone, with topless bars and street girls around us. I didn't feel safe using the ATM across…"
,"Lovely people, clean rooms and close to everything!","We had a double room which was in a separate building for most of our stay which was clean and spacious. the night we stayed in a dorm room, again it was clean and had space to secure your things.   the common room was great and they let you get on with it on your own. it had a…"
,Got bit by fleas- AVOID IT LIKE THE PLAGUE!!!,"I've stayed at many hostels including Hostel International in the Tenderloin distric. All and all, not a bad experience, i didn't think it could get worse. IT DID. After booking a room with Green Tortoise i was expecting to stay at the North Beach location, instead we were sent…"
1,Great location for looking around San Fran,"This hostel is very friendly and convenient. It is old, with abstract carpet and a dark wooden appeal to it but it has everythign you need. Free internet which i never had to wait for as they haad about 8 computers. Free breakfast (a bit of afruit and then bagels to taost - not…"
1,Best Hostel Ever!,I have stayed here a few time and I keep coming back! I love it! I read some bad reviews and those people obviously have never stayed in a hostel before and didn't take the time to compare what you would be paying to stay anywhere else in San Francisco. For the cheap prices it…
1,Green tortoise not for the faint hearted,This hostel has many pros and cons. The greeting from the reception staff is questionable and they messed up my booking. I stayed for 10 nights and was never greeted with any recognition. They Put on Breakfast everyday and dinner 3 times a week. The Dinners are great with lots…
1,really bad service,"they just tried to sell their adventure travels in a hurry, when I asked the reception how to go to Golden Gate Bridge! They even forgot to tell me they would lock the front door in the evening. When I came back at about 8:00pm, I couldn't open the door! I was so hopeless that I…"
,Check your room before you pay,"Well. To be fair, the hostels location is superb. Right next to North Beach(next to all the strip clubs, but hey). The facilities are okay, the kitchen could be bigger but it is well looked after and they throw on a free breakfast everyday and a free dinner three days a week.…"
,Better than I thought it would be,I found this hostel on tripadvisor.  My husband and I are not rich and wanted to visit San Francisco.  So hotels out there we found were in the range of $250 to $200 a night.  And Oracle conference was going on and there weren't any hotel rooms available anyway. So we decided to…
,Didn't think it was bad,"My boyfriend and I stayed at a private room for 2 nights at the Tortoise.  After reading some bad reviews, I was quite nervous to see what I would find out.  We kept the reservation because of the price but shortened it just in case it was just terrible.  The truth is that the…"
,Better than I expected!,"There are a lot of mixed reviews about this hostel, but out of the three hostels in San Francisco that I stayed in, the Green Tortoise was the most enjoyable overall with the friendliest, most sociable travellers.  The best aspects of the hostel are: * The fun atmosphere and…"
,Good and Bad,"My husband and I were looking for cheap -- and the Green Tortoise fits the description. That said, we weren't expecting much, but still had some disappointment and some surprises.  We stayed in a room about a block from their main building. GREAT location. GREAT digs -- except…"
,"Was OK, nothing special","This hostel was OK, not the best but not the worst i've stayed in.  The biggest problem was getting the staffs attention, unless you were lucky enough to be the only person at the front desk you had to wait and wait and wait....they just took soooooo long at doing everything! …"
1,amazing,"The only think that I can say for this hostel is that I felt like home. very cleaned, friendly with good staff and good breakfast (including) and very old and beautiful design ballroom full of people all the time. The hostel was one of the reason that make me to be loved with…"
1,Gross and Dirty - No Service - Questionable Neighbourhood,"I stayed at this hostel for two nights in November and can honestly say, I will not be back.  Point form impression:  - almost 10 blocks from BART (last block uphill)  - neighbourhood: strip joints and porn shops (I didn't go out at night, so I cannot comment on personnal…"
,EEEkkkk Find somewhere else!!!,"If you are any way hygenic, do not stay here!!. We got a 3 bed dorm room, walked in sheets were dirty, place smelled real bad and sink looked particularly gross. We couldn't bring ourselves to even stay in the room and trekked the town to find somewhere better, which we did, go…"
,Avoid At All Costs,"NEVER EVER EVER EVER stay here if you can avoid it, it's dirty and smells. The 3 bed room we were put in had ""clean"" sheets on the bed but had stains all over them and smelled sooo bad. We found a new place straight away and lost the price of our first night but it was soooo…"
,Only Place To Stay,"The GT.  When I walked up the stairs I thought what the hell is this place.  It's run down.  Appearances tho can be deceptive.  It has character, the staff are friendly and you will be looked after.   The internet is free and crap sometimes but the place is clean and you will…"
,Must be better in SF,"We stayed here for 5 night in September. It had its plus points, such as a convenient location (2 mins Chinatown, 10 mins downtown, 10 mins Embarcadero) free breakfast, 3 tasty free dinners a week, free internet and a chilled friendly vibe. The 4 bed dorm we had was fine and we…"
1,The GT Ballroom is where it's at!,"I stayed two nights at the Green Tortoise SF. It's a hostel, so manage your expectations, but I found it to be relatively clean. The staff were somewhat world-weary, but ultimately helpful. The highlight of the GT SF is the ballroom. On a Sunday night they had a band playing …"
,Great relaxed vibe. Social Hostel,"If you're looking for a hostel with a bit of character and a relaxed friendly vibe then this is the hostel for you. Ok so the decor is not up to date, but in my opinion this is unimportant and it gives the hostel a unique character. There are 3 free meals a week, beer pong, pub…"
,A good place to stay in San Fran,"Near Little Italy and Chinatown (both lovely neighbourhoods!), surrounded by strip clubs (the unionized, worker owned Lusty Lady is not to be missed if you're into ""that kind of thing""), and a stone's throw from the City Lights Bookstore, this typical backpackers hostel is…"
,Not if you're scared of strangers using your bathroom,"The hostel was really friendly. It felt a bit like summer camp, the meals were good (breakfast every morning and 3 dinners a week provided), and there were all sorts of interesting people to talk with form all over the world. Also, the location is absolutely amazing and cannot…"
,"The Tortoise: Slow mover, but gets there in the end...","Now I rate this on the basis of it being a Hostel. I'm therefore not walking in there thinking I've booked a room at the Waldorf Astoria. As such, it does fine. I've seen better, but I've seen a lot worse. I've stayed in hostels all over Europe, this was my first in the USA. I…"
,A real flea pit!,The San Francisco Green Tortoise hostel is a real dump - after checking out the tiny dark dingy and dirty bedrooms with their grotty linen and stale smell our group decided that they could not tolerate even a single night here. The bathrooms were either under repair or dirty and…
,Great Location,"First impressions of this hostel weren't great. It wasn't the cleanest and seemed fairly grubby. But as I later learned most of the best hostels are like this around the world. Only my second stop on my world trip with my friends, we picked this place cos of the great reviews. …"
,Don't stay here ever.,"We booked this hostel after staying in Green tortoise in Seattle and finding the hostel just great.  But alas, Green Tortoise in San Francisco was the most dreadful hostel I had ever had the misfortune to book at.  We booked 4 rooms and when we checked in one of the couples was…"
,Yuk,We had booked into the Green tortoise after a fantastic stay in the Seattle Hostel. Dont ever think that they are the same. One of our group was told their room was a block and a half down the road and it wasnt until we complained bitterly about this that they found a room in…
,An excellent choice !,"I stayed there one night with my friend : I hardly can think of a negative aspect.  Let's see... First, the location is real nice, next to Chinatown, a 20 minute walk from the bus station and close to pretty much everywhere in SF (the city can be discovered easily on foot).  If…"
,My favorite hostel!,"I've been traveling the US for a couple of months, and the Green Tortoise is my favorite hostel so far.  It's funky, fun, friendly -- everything a hostel should be.  They have free meals a few nights a week, plus free breakfast everyday, free internet (who else has free…"
,Good Hostel,"We stayed at the green tortoise for a week in july this year and really enjoyed it, it was our first stop on a 6 week trip and a great start. We had a private room in the building in Bartol street so not sure what rooms were like in the main hostel but our room was fine  - big…"
1,Cant wait to go back,"I stayed at the hostel for a week and had a great time. I met several travellers who had moved to the hostel from others in san fran as it is in a much nicer area than most. yes the building is a bit dated, but the rooms are great: the beds are a lot larger and more comfortable…"
,Bedbugs ,"i am sorry to say so, but this place have bed bugs. I still itch! Obviously the sheets are not changed, we stayed first for a few days, then came back after four nights in a hotel, had to stay there a final night, got the same room (twin private) and the sheets were exactly the…"
,Objective,I was personally disappointed with the Green Tortoise hostel.  It had some advantages.  The breakfast was good.  Ummm thats about it.  The problem I had with this place was that if they spent less time self proclaiming themselves as the best hostel around and more time looking…
,Loved it,"Two friends and i shared a room here and it was great.  The place was NOT dirty, the staff were very friendly and efficient, the food was really good and plentiful, there was lots going on activity wise and it had a really fun atmosphere (see other good reviews for more detail…"
,Not as good as it looks,"I wouldn't recommend this place. The hostel is in an old, run-down building that has seen better days. The dorms have filthy carpets, patchy walls and dusty old curtains, I also got bites on my legs while staying here.  The free dinners are served in the grubby ballroom and you…"
,Where guests come second,"I had a terrible time at this place. The staff were rude, unprofessional and lazy. the housekeeping staff insisted on entering the rooms while we refused and while were sleeping in them. If you want any sleep at all you should best avoid this place."
,Cool atmosphere,"I stayed there for a whole 10 days and it was great. There's free breakfast, free dinners on alternate days, free internet and the staffs were really cool! Rooms were nice and clean and toilets had really hot showers.  The common area affectionately called ""The Ballroom"" is one…"
